INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,X15,X16,age_group,shooting_yearmon,shooting_year,year
80-14-037191,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",PF-9,9MM,2014-05-24,2400 BLOCK WEBER LN,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,May 2014,2014,2014
80-14-046778,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2015-03-03,600 BLOCK INDUSTRY RD,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2015,2015,2015
80-14-046778,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2015-03-03,600 BLOCK INDUSTRY RD,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Mar 2015,2015,2015
80-14-047671,VANDALISM,NULL,"SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,NA,2014-06-28,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2014,2014,2014
80-14-047671,VANDALISM,NULL,"SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,NA,2014-06-28,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2014,2014,2014
80-14-047671,VANDALISM,NULL,"SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,NA,2014-06-28,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2014,2014,2014
80-14-051099,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",ENTERPRISE ARMS,NA,380C,2014-07-10,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jul 2014,2014,2014
80-14-043561,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",LORCIN ENGINEER,L-25,25C,2014-06-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2014,2014,2014
80-14-078586,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40291,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-078586,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40291,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-073115,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",ROCK ISLAND ARM,NA,45C,2014-09-24,5200 BLOCK PRESTON HWY,LOUISVILLE,KY,40213,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
80-14-093133,WPNS LAW VIOLATION,"PISTOL, REVOLVER",ROSSI - AMADEO,NA,38C,2014-12-03,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Dec 2014,2014,2014
80-14-093133,WPNS LAW VIOLATION,"PISTOL, REVOLVER",ROSSI - AMADEO,NA,38C,2014-12-03,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Dec 2014,2014,2014
80-14-087843,STOLEN PROPERTY,NULL,TAURUS INTERNATIONAL,TAURUS,NA,2014-11-13,5300 BLOCK W PAGES LN,LOUISVILLE,KY,40258,NULL,NULL,NULL,NA,NA,NA,Nov 2014,2014,2014
80-14-072923,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",COLT,MARK IV,9MM,2014-09-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
80-14-090014,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-096192,AGGRAVATED ASSAULT,"PISTOL, REVOLVER",TAURUS INTERNAT,NA,38C,2014-12-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Dec 2014,2014,2014
80-14-099942,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40215,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-15-006126,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 19/19C (9,9MM,2015-01-24,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jan 2015,2015,2015
80-15-009057,NARCOTICS,NULL,RAVEN ARMS,P-25,NA,2015-02-04,4900 BLOCK ROCKAWAY CIR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-009057,NARCOTICS,NULL,RAVEN ARMS,P-25,NA,2015-02-04,4900 BLOCK ROCKAWAY CIR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-009057,NARCOTICS,NULL,RAVEN ARMS,P-25,NA,2015-02-04,4900 BLOCK ROCKAWAY CIR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-009057,NARCOTICS,NULL,RAVEN ARMS,P-25,NA,2015-02-04,4900 BLOCK ROCKAWAY CIR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-009057,NARCOTICS,NULL,RAVEN ARMS,P-25,NA,2015-02-04,4900 BLOCK ROCKAWAY CIR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-012275,ACCIDENTAL SHOOTING,NULL,GLOCK GMBH,P2000,NA,2015-02-16,100 BLOCK E JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-014230,WPNS LAW VIOLATION,NULL,NA,CANIK55,NA,2015-02-25,S 11TH ST / MAGAZINE ST,LOUISVILLE,KY,40203,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-014230,WPNS LAW VIOLATION,NULL,NA,CANIK55,NA,2015-02-25,S 11TH ST / MAGAZINE ST,LOUISVILLE,KY,40203,NULL,NULL,NULL,NA,NA,NA,Feb 2015,2015,2015
80-16-022192,WPNS LAW VIOLATION,"PISTOL, REVOLVER",RUGER,NA,38C,2016-03-15,BALLARDSVILLE / WINDY WILLOW,LOUISVILLE,KY,40241,BLACK,M,40,NA,NA,"(30,40]",Mar 2016,2016,2016
80-15-034440,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,TAURUS INTERNAT,9MM,2015-05-08,N 24TH ST / ROWAN ST,LOUISVILLE,KY,40212,WHITE,M,31,NA,NA,"(30,40]",May 2015,2015,2015
80-15-034440,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,TAURUS INTERNAT,9MM,2015-05-08,N 24TH ST / ROWAN ST,LOUISVILLE,KY,40212,WHITE,M,31,NA,NA,"(30,40]",May 2015,2015,2015
80-16-030695,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,9MM,2016-04-13,600 BLOCK W JEFFESON ST,LOUISVILLE,KY,40202,BLACK,M,19,NA,NA,"(10,20]",Apr 2016,2016,2016
80-15-042289,WPNS LAW VIOLATION,"PISTOL, DERRINGER",DAVIS INDUSTRIE,D SERIES,22C,2015-06-04,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,23,NA,NA,"(20,30]",Jun 2015,2015,2015
80-16-104147,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,380C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,380C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,380C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,380C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-038696,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,40C,2016-05-13,IOWA AVE,LOUISVILLE,KY,40208,ASIAN,F,14,NA,NA,"(10,20]",May 2016,2016,2016
80-14-056279,SIMPLE ASSAULT,"PISTOL, REVOLVER",CHARTER ARMS CORP.,BULLDOG,44C,2014-07-28,8200 BLOCK MINOR LN,LOUISVILLE,KY,40219,HISPANIC,M,40,NA,NA,"(30,40]",Jul 2014,2014,2014
80-15-050632,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",NA,22C,2015-07-02,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,28,NA,NA,"(20,30]",Jul 2015,2015,2015
80-14-058825,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF-380,380C,2014-08-06,I65S TO I265S,LOUISVILLE,KY,40219,BLACK,M,31,NA,NA,"(30,40]",Aug 2014,2014,2014
80-15-080077,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIES,NA,380C,2015-10-05,5600 BLOCK HOFELICH CT,LOUISVILLE,KY,40291,WHITE,F,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-14-009715,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",PF-9,9MM,2014-02-08,3900 BLOCK SHELBYVILLE RD,ST_MATTHEWS,KY,NA,WHITE,M,27,NA,NA,"(20,30]",Feb 2014,2014,2014
80-15-047986,WPNS LAW VIOLATION,"PISTOL, REVOLVER",TAURUS INTERNATIONAL,NA,357C,2015-06-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,17,NA,NA,"(10,20]",Jun 2015,2015,2015
80-15-081852,ROBBERY,NULL,RG INDUSTRIES,RG 40,NA,2015-10-18,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,NULL,NA,NA,NA,Oct 2015,2015,2015
80-15-081852,ROBBERY,NULL,RG INDUSTRIES,RG 40,NA,2015-10-18,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,NULL,NA,NA,NA,Oct 2015,2015,2015
80-15-083059,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",GLOCK GMBH,MODEL 35 (40SW),40C,2015-10-14,DIXIE HWY / YOUNGLAND AVE,SHIVELY,KY,40216,WHITE,M,22,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-083059,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",GLOCK GMBH,MODEL 35 (40SW),40C,2015-10-14,DIXIE HWY / YOUNGLAND AVE,SHIVELY,KY,40216,WHITE,M,22,NA,NA,"(20,30]",Oct 2015,2015,2015
80-14-077692,STOLEN PROPERTY,NULL,CENTURY ARMS INTERNATIONAL,NA,NA,2014-10-09,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,F,40,NA,NA,"(30,40]",Oct 2014,2014,2014
80-14-090530,ROBBERY,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,9MM,2014-11-23,600 BLOCK LOGSDON CT,DRUID_HILLS,KY,40243,BLACK,M,NULL,NA,NA,NA,Nov 2014,2014,2014
80-13-015534,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: LCP S,380C,2013-03-05,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,F,35,NA,NA,"(30,40]",Mar 2013,2013,2013
80-13-076044,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,669,9MM,2013-10-04,3900 BLOCK S 3RD ST,LOUISVILLE,KY,40214,WHITE,M,46,NA,NA,"(40,50]",Oct 2013,2013,2013
80-16-018171,WPNS LAW VIOLATION,NULL,NA,H & R,NA,2016-03-02,5300 BLOCK S 3RD ST,LOUISVILLE,KY,40214,HISPANIC,M,44,NA,NA,"(40,50]",Mar 2016,2016,2016
80-14-025387,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: P SER,9MM,2014-04-12,200 BLOCK THOMPSON AVE,LOUISVILLE,KY,40206,BLACK,M,34,NA,NA,"(30,40]",Apr 2014,2014,2014
80-12-004368,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2012-01-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,30,NA,NA,"(20,30]",Jan 2012,2012,2012
80-12-004368,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2012-01-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,30,NA,NA,"(20,30]",Jan 2012,2012,2012
80-11-041149,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,9MM,2011-05-30,400 BLOCK CREEL AVE,LOUISVILLE,KY,40208,BLACK,M,21,NA,NA,"(20,30]",May 2011,2011,2011
80-12-086270,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2012-10-29,2500 BLOCK RIVER BEND DR,LOUISVILLE,KY,40206,BLACK,M,20,NA,NA,"(10,20]",Oct 2012,2012,2012
80-16-041539,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2016-05-16,S 38TH ST / BOHNE AVE,LOUISVILLE,KY,40211,BLACK,M,25,NA,NA,"(20,30]",May 2016,2016,2016
80-13-003277,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC",NORINCO (NORTH CHINA INDUSTRIES),NA,762M,2013-01-14,100 BLOCK E SOUTHERN HEIGHTS AVE,LOUISVILLE,KY,40214,BLACK,M,28,NA,NA,"(20,30]",Jan 2013,2013,2013
80-12-000046,NARCOTICS,"PISTOL, REVOLVER",COLT,PISTOL TROOPER,357C,2012-01-01,2300 BLOCK W GAULBERT AVE,LOUISVILLE,KY,40210,BLACK,M,49,NA,NA,"(40,50]",Jan 2012,2012,2012
80-13-009939,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,SARB6P,9MM,2013-02-10,600 BLOCK W. JEFFERSON,LOUISVILLE,KY,40202,BLACK,M,24,NA,NA,"(20,30]",Feb 2013,2013,2013
80-15-063043,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2015-08-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,38,NA,NA,"(30,40]",Aug 2015,2015,2015
80-15-063043,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2015-08-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,38,NA,NA,"(30,40]",Aug 2015,2015,2015
80-15-063043,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2015-08-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,38,NA,NA,"(30,40]",Aug 2015,2015,2015
80-15-063043,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2015-08-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,38,NA,NA,"(30,40]",Aug 2015,2015,2015
80-12-011854,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",RUGER,SR9C,9MM,2012-02-13,3200 BLOCK DUMESNIL ST,LOUISVILLE,KY,40211,BLACK,M,35,NA,NA,"(30,40]",Feb 2012,2012,2012
80-15-042148,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF-380,380C,2015-06-03,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,25,NA,NA,"(20,30]",Jun 2015,2015,2015
80-14-005059,AGGRAVATED ASSAULT,NULL,NA,NA,NA,2014-01-20,400 BLOCK MARRET AVE,LOUISVILLE,KY,40208,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-14-005059,AGGRAVATED ASSAULT,NULL,NA,NA,NA,2014-01-20,400 BLOCK MARRET AVE,LOUISVILLE,KY,40208,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-14-005059,AGGRAVATED ASSAULT,NULL,NA,NA,NA,2014-01-20,400 BLOCK MARRET AVE,LOUISVILLE,KY,40208,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-15-094080,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,THUNDER 9,9MM,2015-11-19,700 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,BLACK,M,34,NA,NA,"(30,40]",Nov 2015,2015,2015
80-13-075381,THEFT OTHER,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2013-10-01,3600 BLOCK NORTHWESTERN PKY,LOUISVILLE,KY,40212,WHITE,M,41,NA,NA,"(40,50]",Oct 2013,2013,2013
80-16-095148,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","FNH USA, LLC",NA,40C,2016-11-06,S 5TH ST,LOUISVILLE,KY,40208,BLACK,M,19,NA,NA,"(10,20]",Nov 2016,2016,2016
80-15-027004,ROBBERY,"PISTOL, REVOLVER",CLERKE/CLERKE TECHNICORP.,NA,32C,2015-04-16,400 BLOCK N 29TH ST,LOUISVILLE,KY,40212,BLACK,M,15,NA,NA,"(10,20]",Apr 2015,2015,2015
80-14-098579,AGGRAVATED ASSAULT,"RIFLE, SINGLE-SHOT",MARLIN FIREARMS CO.,NA,22C,2014-12-22,200 BLOCK W TENNY AVE,LOUISVILLE,KY,40214,UNKNOWN,U,30,NA,NA,"(20,30]",Dec 2014,2014,2014
80-15-102430,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2015-12-16,4800 BLOCK S 3RD ST,LOUISVILLE,KY,40214,BLACK,F,24,NA,NA,"(20,30]",Dec 2015,2015,2015
80-15-102430,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2015-12-16,4800 BLOCK S 3RD ST,LOUISVILLE,KY,40214,BLACK,F,24,NA,NA,"(20,30]",Dec 2015,2015,2015
80-14-100414,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,HI-POINT,9MM,2014-12-30,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,60,NA,NA,"(50,60]",Dec 2014,2014,2014
80-16-002945,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",NA,NA,762M,2016-01-08,4100 BLOCK EDEN LN,SHIVELY,KY,40216,WHITE,M,53,NA,NA,"(50,60]",Jan 2016,2016,2016
80-16-031279,WPNS LAW VIOLATION,NULL,NA,MP 25,NA,2016-04-28,S 39TH ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,16,NA,NA,"(10,20]",Apr 2016,2016,2016
80-16-010807,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",BROWNING ARMS CO.,NA,6MM,2016-02-04,3600 BLOCK MANSLICK RD,LOUISVILLE,KY,40215,BLACK,F,30,NA,NA,"(20,30]",Feb 2016,2016,2016
80-16-087063,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-048517,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","REMINGTON ARMS CO., INC.",RIFLE: MODEL 55,22C,2016-06-08,1200 BLOCK PAYNE ST,LOUISVILLE,KY,40204,WHITE,M,30,NA,NA,"(20,30]",Jun 2016,2016,2016
80-16-048517,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","REMINGTON ARMS CO., INC.",RIFLE: MODEL 55,22C,2016-06-08,1200 BLOCK PAYNE ST,LOUISVILLE,KY,40204,WHITE,M,30,NA,NA,"(20,30]",Jun 2016,2016,2016
80-16-048517,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","REMINGTON ARMS CO., INC.",RIFLE: MODEL 55,22C,2016-06-08,1200 BLOCK PAYNE ST,LOUISVILLE,KY,40204,WHITE,M,30,NA,NA,"(20,30]",Jun 2016,2016,2016
80-15-006128,WPNS LAW VIOLATION,"PISTOL, REVOLVER","WEIHRAUCH, HERM",NONE,32C,2015-01-24,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Jan 2015,2015,2015
80-16-013615,ROBBERY,NULL,NA,XD- 45ACP,NA,2016-02-15,7400 BLOCK COOPER CHAPEL ROAD,LOUISVILLE,KY,40219,BLACK,M,15,NA,NA,"(10,20]",Feb 2016,2016,2016
80-16-105965,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",HECKLER & KOCH,NA,40C,2016-12-13,S 28TH ST / W BROADWAY,LOUISVILLE,KY,40211,WHITE,M,31,NA,NA,"(30,40]",Dec 2016,2016,2016
80-16-105965,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",HECKLER & KOCH,NA,40C,2016-12-13,S 28TH ST / W BROADWAY,LOUISVILLE,KY,40211,WHITE,M,31,NA,NA,"(30,40]",Dec 2016,2016,2016
80-16-105965,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",HECKLER & KOCH,NA,40C,2016-12-13,S 28TH ST / W BROADWAY,LOUISVILLE,KY,40211,WHITE,M,31,NA,NA,"(30,40]",Dec 2016,2016,2016
80-15-008861,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2015-02-03,15400 BLOCK TIMMONS WAY,LOUISVILLE,KY,40245,WHITE,F,34,NA,NA,"(30,40]",Feb 2015,2015,2015
80-14-005059,AGGRAVATED ASSAULT,NULL,NA,NA,NA,2014-01-20,400 BLOCK MARRET AVE,LOUISVILLE,KY,40208,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-14-005059,AGGRAVATED ASSAULT,NULL,NA,NA,NA,2014-01-20,400 BLOCK MARRET AVE,LOUISVILLE,KY,40208,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-14-040889,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,SD40VE,40C,2014-06-06,CANE RUN RD / CRUMS LN,LOUISVILLE,KY,40216,BLACK,F,44,NA,NA,"(40,50]",Jun 2014,2014,2014
80-14-000009,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",BERETTA (P. OR PIETRO),NANO,9MM,2014-01-01,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,36,NA,NA,"(30,40]",Jan 2014,2014,2014
80-10-079988,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 17/17C (9,9MM,2010-10-10,S 24TH ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,23,NA,NA,"(20,30]",Oct 2010,2010,2010
80-13-057579,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",P-3AT,380C,2013-08-02,600 BLOCK GLENGARRY DR,LOUISVILLE,KY,40118,WHITE,M,49,NA,NA,"(40,50]",Aug 2013,2013,2013
80-11-000006,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PISTOLS: 4506,4570,2011-01-01,600 BLOCK E OAK ST,LOUISVILLE,KY,40203,BLACK,M,25,NA,NA,"(20,30]",Jan 2011,2011,2011
80-10-045123,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,40C,2010-06-15,1600 BLOCK ARLING AVE,LOUISVILLE,KY,40215,BLACK,M,47,NA,NA,"(40,50]",Jun 2010,2010,2010
80-10-029304,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2010-04-23,4200 BLOCK ROOSEVELT AVE,LOUISVILLE,KY,40213,WHITE,M,46,NA,NA,"(40,50]",Apr 2010,2010,2010
80-10-029304,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2010-04-23,4200 BLOCK ROOSEVELT AVE,LOUISVILLE,KY,40213,WHITE,M,46,NA,NA,"(40,50]",Apr 2010,2010,2010
80-12-080830,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",WAFFENFABRIK-STENDA WERKE,NA,9MM,2012-10-10,S 22ND ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,28,NA,NA,"(20,30]",Oct 2012,2012,2012
80-16-030442,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",SAVAGE ARMS INC,NA,22C,2016-04-13,4300 BLOCK HOPEWELL RD,LOUISVILLE,KY,40299,WHITE,M,40,NA,NA,"(30,40]",Apr 2016,2016,2016
80-16-030442,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2016-04-13,4300 BLOCK HOPEWELL RD,LOUISVILLE,KY,40299,WHITE,M,40,NA,NA,"(30,40]",Apr 2016,2016,2016
80-14-014888,WPNS LAW VIOLATION,"PISTOL, REVOLVER",INTERAMRS,NA,380C,2014-03-01,1200 BLOCK KESWICK BLVD,LOUISVILLE,KY,40217,WHITE,M,40,NA,NA,"(30,40]",Mar 2014,2014,2014
80-12-074738,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2012-09-19,DIXIE HWY / MEYERS LN,LOUISVILLE,KY,40216,WHITE,M,25,NA,NA,"(20,30]",Sep 2012,2012,2012
80-11-082445,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2011-10-12,400 BLOCK MARSHALL WALK,LOUISVILLE,KY,40214,BLACK,M,29,NA,NA,"(20,30]",Oct 2011,2011,2011
80-15-009956,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,JC-40 SERIES,40C,2015-02-07,2200 BLOCK W BROADWAY,LOUISVILLE,KY,40211,WHITE,F,44,NA,NA,"(40,50]",Feb 2015,2015,2015
80-13-087287,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,NA,9MM,2013-11-12,100 BLOCK N 4TH ST,LOUISVILLE,KY,40202,WHITE,M,28,NA,NA,"(20,30]",Nov 2013,2013,2013
