CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
2438,357512,Gemini Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,350,1151 S 36TH ST,LOUISVILLE          ,KY,40211,1,3/28/2013 16:55,38.240028,-85.813171
2439,EL943930,Gemini Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,50,200,670 S 37TH ST,LOUISVILLE          ,KY,40211,5,6/9/2015 15:04,38.251068,-85.813637
2440,EL943930,Gemini Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,100,200,670 S 37TH ST,LOUISVILLE          ,KY,40211,5,6/9/2015 15:04,38.251068,-85.813637
2441,EL937556,COOK HVAC SERVICES,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,100,432 N 38TH ST,LOUISVILLE          ,KY,40212,5,4/10/2015 11:16,38.270999,-85.811047
2442,EL934382,KEITH BAKER ELECTRIC LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,100,432 N 38TH ST,LOUISVILLE          ,KY,40212,5,3/11/2015 8:12,38.270999,-85.811047
2443,15344,4 EIGHTY ELECTRIC-G MATTOX SR,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,40,1800,823 S 38TH ST,LOUISVILLE          ,KY,40211,5,3/26/2004 15:07,38.247089,-85.814812
2444,15344,4 EIGHTY ELECTRIC-G MATTOX SR,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,30,1800,823 S 38TH ST,LOUISVILLE          ,KY,40211,5,3/26/2004 15:07,38.247089,-85.814812
2445,13EL6338,IDEAL CONSTRUCTION,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,350,328 S 39TH ST,LOUISVILLE          ,KY,40212,5,10/23/2013 12:47,38.25876,-85.815135
2446,13EL6338,IDEAL CONSTRUCTION,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,350,328 S 39TH ST,LOUISVILLE          ,KY,40212,5,10/23/2013 12:47,38.25876,-85.815135
2447,321649,WALLACE ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,1000,632 S 39TH ST,LOUISVILLE          ,KY,40211,5,2/20/2012 8:31,38.25366,-85.816574
2448,356557,LINDSEY & ASSOCIATES,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,100,656 S 40TH ST,LOUISVILLE          ,KY,40211,5,3/19/2013 9:45,38.252288,-85.818573
2449,355980,DIVERSIFIED CONSTRUCTION SERV,,2,Residential,Renovation - Alter - Repair,Building Permit,R5,2900,217,45000,635 S 40TH ST,LOUISVILLE          ,KY,40211,5,3/11/2013 15:16,38.253484,-85.817653
2450,EL942093,EV'S ELECTRICAL SERVICE,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,300,721 S 40TH ST,LOUISVILLE          ,KY,40211,5,5/22/2015 11:19,38.249234,-85.817469
2451,HV933010,VINSON HEATING AIR,,2,Residential,Replacement,HVAC Permit,R5,0,75,600,812 S 40TH ST,LOUISVILLE          ,KY,40211,5,2/20/2015 15:03,38.247638,-85.818372
2452,359673,ASPEN ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,250,652 S 41ST ST,LOUISVILLE          ,KY,40211,5,4/19/2013 8:09,38.2526439,-85.819963
2453,355734,LARRY ALLEN HEATING AIR,,2,Residential,New,HVAC Permit,R5,0,75,1300,360 N 42ND ST,LOUISVILLE          ,KY,40212,5,3/8/2013 8:00,38.269108,-85.816181
2454,EL917474,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,128 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1735966,-85.7620525
2455,EL917474,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,128 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1735966,-85.7620525
2456,EL917567,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,129 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1742834,-85.759517
2457,EL917567,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,129 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1742834,-85.759517
2458,EL917452,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,130 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.17308,-85.760413
2459,EL917452,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,130 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.17308,-85.760413
2460,340649,TIM MARKS CONSTRUCTION INC,,2,Residential,Addition,Building Permit,R2,1177,88,147600,131 COUNCIL RD,INDIAN HILLS        ,KY,40207,7,9/7/2012 16:10,38.269192,-85.661789
2461,EL917596,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,132 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1733838,-85.7600737
2462,EL917596,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,132 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1733838,-85.7600737
2463,96755,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2464,96755,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2465,96758,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2466,96758,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2467,96758,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2468,96760,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2469,96760,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2470,96760,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:28,38.254299,-85.747685
2471,96795,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2472,96795,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2473,96795,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2474,96786,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2475,96786,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2476,96786,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2477,96785,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2478,96785,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2479,96785,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:32,38.254299,-85.747685
2480,96793,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,30,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2481,96793,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,40,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2482,96793,BILL MUDD ELECTRIC COMPANY,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,(C3),0,20,500000,309 E MARKET ST,LOUISVILLE          ,KY,40202,4,2/16/2006 9:33,38.254299,-85.747685
2483,354443,DENGER'S HEARTH & HOME,,2,Residential,HVAC MANUFACTURED FIREPLACE,HVAC Permit,R5,2401,35,1000,227 NOTTING HILL BLVD,LOUISVILLE          ,KY,40245,19,2/20/2013 9:52,38.23687,-85.411851
2484,356548,FUTCH HEATING AC,,2,Residential,New,HVAC Permit,R5,4197,50,5100,227 NOTTING HILL BLVD,LOUISVILLE          ,KY,40245,19,3/19/2013 9:14,38.23687,-85.411851
2485,356548,FUTCH HEATING AC,,2,Residential,New,HVAC Permit,R5,4197,75,5100,227 NOTTING HILL BLVD,LOUISVILLE          ,KY,40245,19,3/19/2013 9:14,38.23687,-85.411851
2486,360641,BALL HOMES INC,,5,Other,Foundation,Building Permit,R5,2401,50,17700,405 STANWAY GLEN PL,LOUISVILLE          ,KY,40245,19,5/1/2013 10:32,38.238378,-85.4125169
2487,BL941368,BALL HOMES INC,,2,Residential,New,Building Permit,R5,4116,1000,17700,502 STANDWICK WAY,LOUISVILLE          ,KY,40245,19,5/19/2015 9:11,38.239725,-85.413022
2488,BL941368,BALL HOMES INC,,2,Residential,New,Building Permit,R5,4116,308,17700,502 STANDWICK WAY,LOUISVILLE          ,KY,40245,19,5/19/2015 9:11,38.239725,-85.413022
2489,BL937562,BALL HOMES INC,,5,Other,Foundation,Building Permit,R5,0,50,17700,502 STANDWICK WAY,LOUISVILLE          ,KY,40245,19,4/17/2015 16:37,38.239725,-85.413022
2490,358892,BALL HOMES INC,,5,Other,Foundation,Building Permit,R4,2034,50,5500,520 STANDWICK WAY,LOUISVILLE          ,KY,40245,19,4/12/2013 10:55,38.23988,-85.410767
2491,217029,#NAME?,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R6,0,40,2000,1302 CARDINAL DR,LOUISVILLE          ,KY,40213,10,11/25/2008 16:21,38.2043893,-85.7210723
2492,194939,#NAME?,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R6,0,40,8000,1302 CARDINAL DR,LOUISVILLE          ,KY,40213,10,5/1/2008 10:09,38.2043893,-85.7210723
2493,342502,PROJECT HEATING,,1,Commercial,New,HVAC Permit,C1,0,150,5800,134 BRECKENRIDGE LN,LOUISVILLE          ,KY,40207,9,9/25/2012 12:09,38.2515586,-85.654637
2494,EL917450,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,137 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.17367,-85.759895
2495,EL917450,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,137 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.17367,-85.759895
2496,EL917470,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,137 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.174239,-85.7597143
2497,EL917470,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,137 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.174239,-85.7597143
2498,14RH1005,HUSSUNG MECHANICAL CONTRACTORS,,1,Commercial,Suppressed,Range Hood Permit,(C3),0,75,3000,140 N 4TH ST,LOUISVILLE          ,KY,40202,4,2/3/2014 13:11,38.258018,-85.756752
2499,14RS1007,SIMPLEX GRINNELL LP,,1,Commercial,New,Range Hood Suppression,(C3),0,150,1200,140 N 4TH ST,LOUISVILLE          ,KY,40202,4,2/20/2014 10:11,38.258018,-85.756752
2500,13SI1124,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,(C3),0,532,9000,141 N 4TH ST,LOUISVILLE          ,KY,40202,4,11/7/2013 13:42,38.257913,-85.756016
2501,14HV8983,AIR COND & HTG CO OF LOU INC,,2,Residential,Replacement,HVAC Permit,R6,0,75,2800,142 W AMHERST AVE,LOUISVILLE          ,KY,40214,21,9/22/2014 20:08,38.174283,-85.765603
2502,EL917467,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,144 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1737299,-85.7584632
2503,EL917467,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,144 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1737299,-85.7584632
2504,EL917546,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,145 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1734433,-85.7584476
2505,EL917546,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,145 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1734433,-85.7584476
2506,EL917582,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,149 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1741951,-85.7598816
2507,EL917582,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,149 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1741951,-85.7598816
2508,14EL6449,HUBER ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R2,0,50,3500,153 TOTEM RD,INDIAN HILLS        ,KY,40207,7,6/23/2014 7:54,38.271155,-85.660501
2509,14EL6449,HUBER ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R2,0,35,3500,153 TOTEM RD,INDIAN HILLS        ,KY,40207,7,6/23/2014 7:54,38.271155,-85.660501
2510,14BL2673,STERLING DEVELOPMENT GROUP LTD,,2,Residential,Addition,Building Permit,R2,430,50,105000,153 TOTEM RD,INDIAN HILLS        ,KY,40207,7,5/14/2014 14:29,38.271155,-85.660501
2511,BL929641,FRANKLIN PRICE INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,3096,402,76274,185 OUTER LOOP,LOUISVILLE          ,KY,40214,13,4/30/2015 10:51,38.1265274,-85.7778052
2512,BL929639,FRANKLIN PRICE INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,431,56,505667,185 OUTER LOOP,LOUISVILLE          ,KY,40214,13,4/30/2015 10:52,38.1265274,-85.7778052
2513,PL931506,FRANKLIN PRICE INC,,1,Commercial,New,Parking Lot Permit,C2,16035,50,10000,185 OUTER LOOP,LOUISVILLE          ,KY,40214,13,4/30/2015 11:07,38.1265274,-85.7778052
2514,361895,RICK ALLGEIER ASSOC INC,,2,Residential,New,HVAC Permit,R5,0,75,1500,196 CORAL AVE,LOUISVILLE          ,KY,40206,9,5/14/2013 7:52,38.259123,-85.708888
2515,EL943260,B G ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,600,198 MILLS DR,LOUISVILLE          ,KY,40216,12,6/3/2015 10:19,38.154098,-85.826762
2516,341675,KLINE CONSTRUCTION CORP,,1,Commercial,New,Building Permit,C2,5836,437,500000,111 HUNTINGTON RIDGE DR,MIDDLETOWN          ,KY,40223,19,11/21/2012 8:30,38.2418892,-85.5071878
2517,EL925408,OLSON ELECTRIC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,R5,0,25,2000,211 HALDEMAN AVE,LOUISVILLE          ,KY,40206,9,12/2/2014 14:41,38.256306,-85.711698
2518,EL925408,OLSON ELECTRIC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,2000,211 HALDEMAN AVE,LOUISVILLE          ,KY,40206,9,12/2/2014 14:41,38.256306,-85.711698
2519,358931,DFH COMPANY,,2,Residential,New,HVAC Permit,R5,0,75,5145,211 KENOAK DR,LOUISVILLE          ,KY,40214,21,4/15/2013 14:12,38.163764,-85.770706
2520,FS929214,KENTUCKIANA SPRINKLER CO INC,,1,Commercial,Single System Repair,Fire Suppression Permit,C2,1469,50,10000,810 EASTERN PKY,LOUISVILLE          ,KY,40217,10,1/22/2015 16:17,38.21477,-85.74169
2521,EL925554,ZWICKER ELECTRIC INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,50,4000,810 EASTERN PKY,LOUISVILLE          ,KY,40217,10,12/3/2014 12:04,38.21477,-85.74169
2522,EL925554,ZWICKER ELECTRIC INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,C2,0,35,4000,810 EASTERN PKY,LOUISVILLE          ,KY,40217,10,12/3/2014 12:04,38.21477,-85.74169
2523,194939,#NAME?,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R6,0,3,8000,1302 CARDINAL DR,LOUISVILLE          ,KY,40213,10,5/1/2008 10:09,38.2043893,-85.7210723
2524,193558,LANDSCAPE LIGHTING,,3,Multi-Family,Condo - Patio Home,Electrical Permit,R6,0,90,1000,1302 CARDINAL DR,LOUISVILLE          ,KY,40213,10,4/17/2008 12:08,38.2043893,-85.7210723
2525,193558,LANDSCAPE LIGHTING,,3,Multi-Family,Condo - Patio Home,Electrical Permit,R6,0,40,1000,1302 CARDINAL DR,LOUISVILLE          ,KY,40213,10,4/17/2008 12:08,38.2043893,-85.7210723
2526,14SI1106,GLASS SIGN CO,,1,Commercial,On Premises Sign,Sign Permit,(C3),0,50,1,450 S 4TH ST,LOUISVILLE          ,KY,40202,4,3/19/2014 12:59,38.252087,-85.757301
2527,14SI1129,GLASS SIGN CO,,1,Commercial,On Premises Sign,Sign Permit,(C3),0,108,12000,450 S 4TH ST,LOUISVILLE          ,KY,40202,4,6/12/2014 13:39,38.252087,-85.757301
2528,361953,GREAT DAY IMPROVEMENTS,,2,Residential,Addition,Building Permit,R5A,195,14,25500,621 BRECKENRIDGE LN,ST MATTHEWS         ,KY,40207,26,6/10/2013 8:28,38.2428523,-85.6472132
2529,361953,GREAT DAY IMPROVEMENTS,,2,Residential,Addition,Building Permit,R5A,195,35,25500,621 BRECKENRIDGE LN,ST MATTHEWS         ,KY,40207,26,6/10/2013 8:28,38.2428523,-85.6472132
2530,13FS1125,KENTUCKIANA SPRINKLER CO INC,,1,Commercial,Single System Repair,Fire Suppression Permit,C1,1400,50,10000,911 BLANKENBAKER PKY,MIDDLETOWN          ,KY,40243,20,8/27/2013 15:00,38.2277336,-85.5409493
2531,348601,CORBETT CONSTRUCTION CO INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,965,72,150000,676 S FLOYD ST,LOUISVILLE          ,KY,40202,4,1/2/2013 14:20,38.2457152,-85.7496399
2532,341564,BENNETT & BENNETT INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,R6,900,67,180000,120 ADAMS ST,LOUISVILLE          ,KY,40206,4,11/29/2012 11:27,38.2580625,-85.7256744
2533,352931,PRESTIGE ENTERPRISES,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,50,3000,120 ADAMS ST,LOUISVILLE          ,KY,40206,4,2/1/2013 8:13,38.2580625,-85.7256744
2534,352931,PRESTIGE ENTERPRISES,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,35,3000,120 ADAMS ST,LOUISVILLE          ,KY,40206,4,2/1/2013 8:13,38.2580625,-85.7256744
2535,350282,PRUDENTIAL HVAC,,2,Residential,New,HVAC Permit,R6,0,75,1,120 ADAMS ST,LOUISVILLE          ,KY,40206,4,1/2/2013 14:28,38.2580625,-85.7256744
2536,EL936370,HUDLIN ELECTRIC - JERRY HUDLIN,,2,Residential,New,Electrical Permit,R4,0,160,1000,1406 HARLEY CREEK CT,LOUISVILLE          ,KY,40023,19,3/31/2015 13:57,38.211357,-85.442697
2537,EL936370,HUDLIN ELECTRIC - JERRY HUDLIN,,2,Residential,New,Electrical Permit,R4,0,100,1000,1406 HARLEY CREEK CT,LOUISVILLE          ,KY,40023,19,3/31/2015 13:57,38.211357,-85.442697
2538,EL933697,HUDLIN ELECTRIC - JERRY HUDLIN,,5,Other,Temporary Service Pole,Electrical Permit,R4,0,50,100,1406 HARLEY CREEK CT,LOUISVILLE          ,KY,40023,19,3/2/2015 8:30,38.211357,-85.442697
2539,RH918416,GETTLER SHEET METAL CO INC,,1,Commercial,Suppressed,Range Hood Permit,C2,0,75,3000,291 N HUBBARDS LN,ST MATTHEWS         ,KY,40207,7,10/2/2014 11:29,38.258812,-85.640244
2540,RS922342,SIMPLEX GRINNELL LP,,1,Commercial,New,Range Hood Suppression,C2,0,150,1200,291 N HUBBARDS LN,ST MATTHEWS         ,KY,40207,7,11/14/2014 8:53,38.258812,-85.640244
2541,RS922342,SIMPLEX GRINNELL LP,,1,Commercial,New,Range Hood Suppression,C2,0,150,1200,291 N HUBBARDS LN,ST MATTHEWS         ,KY,40207,7,11/14/2014 8:53,38.258812,-85.640244
2542,RS922342,SIMPLEX GRINNELL LP,,1,Commercial,New,Range Hood Suppression,C2,0,150,1200,291 N HUBBARDS LN,ST MATTHEWS         ,KY,40207,7,11/14/2014 8:53,38.258812,-85.640244
2543,343704,MIDLAND ELECTRIC,,1,Commercial,New,Electrical Permit,PD,0,125,180226,525 ZANE ST,LOUISVILLE          ,KY,40203,6,10/9/2012 9:45,38.238556,-85.761642
2544,343704,MIDLAND ELECTRIC,,1,Commercial,New,Electrical Permit,PD,0,50,180226,525 ZANE ST,LOUISVILLE          ,KY,40203,6,10/9/2012 9:45,38.238556,-85.761642
2545,343704,MIDLAND ELECTRIC,,1,Commercial,New,Electrical Permit,PD,0,175,180226,525 ZANE ST,LOUISVILLE          ,KY,40203,6,10/9/2012 9:45,38.238556,-85.761642
2546,343704,MIDLAND ELECTRIC,,1,Commercial,New,Electrical Permit,PD,0,250,180226,525 ZANE ST,LOUISVILLE          ,KY,40203,6,10/9/2012 9:45,38.238556,-85.761642
2547,SI937685,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,R8A,0,50,1000,1029 S JACKSON ST,LOUISVILLE          ,KY,40203,4,4/13/2015 11:17,38.236604,-85.746156
2548,EL924665,Mr. BARMORE ELECTRIC,,2,Residential,Condo - Patio Home,Electrical Permit,PRD,0,100,3500,119 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,11/24/2014 13:52,38.2404801,-85.4884967
2549,EL924665,Mr. BARMORE ELECTRIC,,2,Residential,Condo - Patio Home,Electrical Permit,PRD,0,150,3500,119 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,11/24/2014 13:52,38.2404801,-85.4884967
2550,EL943539,H & H ELECTRIC SERVICE,,2,Residential,Condo - Patio Home,Electrical Permit,PRD,0,100,6000,116 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,6/5/2015 12:23,38.2404638,-85.4885418
2551,EL943539,H & H ELECTRIC SERVICE,,2,Residential,Condo - Patio Home,Electrical Permit,PRD,0,50,6000,116 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,6/5/2015 12:23,38.2404638,-85.4885418
2552,BL930370,MERIDIAN CONSTRUCTION LLC,,3,Multi-Family,New,Building Permit,PRD,2006,260,85000,116 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,1/30/2015 9:55,38.2404638,-85.4885418
2553,BL930370,MERIDIAN CONSTRUCTION LLC,,3,Multi-Family,New,Building Permit,PRD,2006,500,85000,116 GREY LEDGE CIR,LOUISVILLE          ,KY,40245,19,1/30/2015 9:55,38.2404638,-85.4885418
2554,HV931474,S&L SPECIALTY CONTRACTING,,2,Residential,Replacement,HVAC Permit,R5,0,125,0,802 FETTER AVE,LOUISVILLE          ,KY,40217,10,2/18/2015 9:07,38.215867,-85.742463
2555,13HV3371,EXPIRED LANHAM'S,,2,Residential,Replacement,HVAC Permit,R5,0,75,300,220 GLENDORA AVE,LOUISVILLE          ,KY,40212,5,7/18/2013 12:46,38.263075,-85.821511
2556,EL929492,SOLAR ENERGY SOLUTIONS,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,62000,411 N HUBBARDS LN,ST MATTHEWS         ,KY,40207,7,1/14/2015 16:21,38.263975,-85.644538
